Id,Weekly_Sales
1_3_2013-03-08,15372.5289774
1_3_2013-03-15,13345.6750263
1_3_2013-03-22,11109.6642558
1_3_2013-03-29,8378.54456709
1_3_2013-04-05,6485.65628091
1_3_2013-04-12,5053.5120356
1_3_2013-04-19,1679.98528162
1_3_2013-04-26,455.410339789
1_3_2013-05-03,1859.74545924
1_3_2013-05-10,3859.67773296
1_3_2013-05-17,2105.47973602
1_3_2013-05-24,2620.10053872
1_3_2013-05-31,5454.83489072
1_3_2013-06-07,9890.97125473
1_3_2013-06-14,11241.4932264
1_3_2013-06-21,11979.6144725
1_3_2013-06-28,14433.8025918
1_3_2013-07-05,19189.7463956
1_3_2013-07-12,20001.1803487
1_3_2013-07-19,21161.9718066
1_3_2013-07-26,22378.7710866
1_4_2012-11-02,41076.4827799
1_4_2012-11-09,38307.5512018
1_4_2012-11-16,38152.7418297
1_4_2012-11-23,39044.4897346
1_4_2012-11-30,39608.507273
1_4_2012-12-07,41058.0680764
1_4_2012-12-14,39535.6125028
1_4_2012-12-21,39357.3501883
1_4_2012-12-28,39122.4275187
1_4_2013-01-04,40565.0745429
1_4_2013-01-11,39097.7347043
1_4_2013-01-18,37488.3943565
1_4_2013-01-25,37290.4543981
1_4_2013-02-01,38578.5787587
1_4_2013-02-08,38160.6644369
1_4_2013-02-15,36894.4369659
1_4_2013-02-22,36631.3862111
1_4_2013-03-01,37507.1044307
1_4_2013-03-08,38024.2415177
1_4_2013-03-15,36671.5480531
1_4_2013-03-22,36405.5831659
1_4_2013-03-29,36613.4198755
1_4_2013-04-05,37784.3853824
1_4_2013-04-12,37145.4352635
1_4_2013-04-19,36372.1212383
1_4_2013-04-26,37413.315164
1_4_2013-05-03,38300.6073337
1_4_2013-05-10,38126.5084777
1_4_2013-05-17,37844.977337
1_4_2013-05-24,38173.519353
1_4_2013-05-31,38703.5114475
1_4_2013-06-07,38915.6782502
1_4_2013-06-14,38834.3578255
1_4_2013-06-21,38402.0831629
1_4_2013-06-28,38404.8919646
1_4_2013-07-05,38899.9892504
1_4_2013-07-12,38421.1898876
1_4_2013-07-19,37632.5647759
1_4_2013-07-26,37541.3075752
1_5_2012-11-02,26558.5111522
1_5_2012-11-09,27003.4622512
1_5_2012-11-16,27267.0643544
1_5_2012-11-23,29317.4126162
1_5_2012-11-30,29018.8169355
1_5_2012-12-07,29448.2900865
1_5_2012-12-14,30009.3848593
1_5_2012-12-21,28650.8131717
1_5_2012-12-28,28061.7369304
1_5_2013-01-04,27035.3430007
1_5_2013-01-11,27932.6213036
1_5_2013-01-18,27456.769332
1_5_2013-01-25,26826.0882691
1_5_2013-02-01,26486.3264923
1_5_2013-02-08,25971.5610956
1_5_2013-02-15,25650.5972504
1_5_2013-02-22,24664.9011007
1_5_2013-03-01,23455.9692446
1_5_2013-03-08,23235.2828351
1_5_2013-03-15,22459.5183862
1_5_2013-03-22,21608.6643356
1_5_2013-03-29,20625.2198858
1_5_2013-04-05,19660.9798721
1_5_2013-04-12,18860.8627906
1_5_2013-04-19,18050.5711498
1_5_2013-04-26,17867.3859045
1_5_2013-05-03,17005.5172832
1_5_2013-05-10,16672.4188132
1_5_2013-05-17,16120.8257303
1_5_2013-05-24,15959.8698798
1_5_2013-05-31,16016.8643801
1_5_2013-06-07,15804.4684717
1_5_2013-06-14,15903.7950428
1_5_2013-06-21,15895.009696
1_5_2013-06-28,16213.5472124
1_5_2013-07-05,16709.4566226
1_5_2013-07-12,17115.1330453
1_5_2013-07-19,17826.953313
1_5_2013-07-26,18377.3962807
1_6_2012-11-02,4944.189902
1_6_2012-11-09,5172.18126174
1_6_2012-11-16,4315.62140923
1_6_2012-11-23,5050.43033876
1_6_2012-11-30,4753.97824896
1_6_2012-12-07,4834.04567713
1_6_2012-12-14,4075.85086477
1_6_2012-12-21,4057.26485674
1_6_2012-12-28,3758.02196653
1_6_2013-01-04,3391.60816879
1_6_2013-01-11,3250.50666148
1_6_2013-01-18,2763.52223133
1_6_2013-01-25,2682.29314713
1_6_2013-02-01,2374.22878222
1_6_2013-02-08,2294.01138738
1_6_2013-02-15,2241.49950515
1_6_2013-02-22,1865.65460603
1_6_2013-03-01,1665.42310053
1_6_2013-03-08,1321.02714445
1_6_2013-03-15,1493.299097
1_6_2013-03-22,1029.00437306
1_6_2013-03-29,931.227853783
1_6_2013-04-05,834.194733348
1_6_2013-04-12,770.278432141
1_6_2013-04-19,497.776791125
1_6_2013-04-26,376.247234659
1_6_2013-05-03,371.671188498
1_6_2013-05-10,53.2190388087
1_6_2013-05-17,-65.6585182406
1_6_2013-05-24,-127.668438791
1_6_2013-05-31,-232.498322781
1_6_2013-06-07,-373.317088967
1_6_2013-06-14,-456.429426172
1_6_2013-06-21,-392.798887955
1_6_2013-06-28,-564.394239052
1_6_2013-07-05,-495.918636711
1_6_2013-07-12,-548.063271734
1_6_2013-07-19,-457.416485917
1_6_2013-07-26,-449.243139282
1_7_2012-11-02,25568.2367438
1_7_2012-11-09,27569.0446781
1_7_2012-11-16,29168.8658362
1_7_2012-11-23,30548.6658226
1_7_2012-11-30,30041.150355
1_7_2012-12-07,29425.2896147
1_7_2012-12-14,29797.3770526
1_7_2012-12-21,28557.9222626
1_7_2012-12-28,26644.3905124
1_7_2013-01-04,25368.1689417
1_7_2013-01-11,23838.778011
1_7_2013-01-18,22454.9031436
1_7_2013-01-25,20964.5951265
1_7_2013-02-01,19283.8085125
1_7_2013-02-08,18550.4228489
1_7_2013-02-15,17919.145582
1_7_2013-02-22,16971.026578
1_7_2013-03-01,16688.528281
1_7_2013-03-08,16751.0759241
1_7_2013-03-15,16577.9842114
1_7_2013-03-22,16461.2387
1_7_2013-03-29,16255.8000833
1_7_2013-04-05,16049.7021
1_7_2013-04-12,16464.549496
1_7_2013-04-19,16658.754677
1_7_2013-04-26,16951.8039928
1_7_2013-05-03,17667.8314017
1_7_2013-05-10,18152.4668593
1_7_2013-05-17,18528.3001173
1_7_2013-05-24,19208.3194168
1_7_2013-05-31,19768.5765673
1_7_2013-06-07,20145.1071099
1_7_2013-06-14,20417.1681808
1_7_2013-06-21,20531.0569915
1_7_2013-06-28,20516.6845546
1_7_2013-07-05,20584.9824956
1_7_2013-07-12,20362.6806384
1_7_2013-07-19,20339.9425802
1_7_2013-07-26,20479.5096271
1_8_2012-11-02,41485.4316512
1_8_2012-11-09,38857.4367022
1_8_2012-11-16,38674.4616914
1_8_2012-11-23,38028.5792855
1_8_2012-11-30,39455.0349795
1_8_2012-12-07,40360.832387
1_8_2012-12-14,37492.2904572
1_8_2012-12-21,37896.6836337
1_8_2012-12-28,37585.9413273
1_8_2013-01-04,41077.384981
1_8_2013-01-11,37081.3137741
1_8_2013-01-18,37391.1444745
1_8_2013-01-25,36058.9856121
1_8_2013-02-01,39849.3047238
1_8_2013-02-08,38018.2045825
1_8_2013-02-15,37711.3400606
1_8_2013-02-22,36441.4114778
1_8_2013-03-01,38541.7183491
1_8_2013-03-08,40293.2700909
1_8_2013-03-15,37043.5713201
1_8_2013-03-22,37047.4187365
1_8_2013-03-29,37249.5442643
1_8_2013-04-05,40322.0841329
1_8_2013-04-12,36500.5504194
1_8_2013-04-19,37030.4838938
1_8_2013-04-26,36137.6882833
1_8_2013-05-03,38538.0591246
1_8_2013-05-10,37118.1342244
1_8_2013-05-17,36106.8895868
1_8_2013-05-24,35530.439844
1_8_2013-05-31,36484.8060599
1_8_2013-06-07,38185.2652509
1_8_2013-06-14,35268.6006461
1_8_2013-06-21,35516.6120149
1_8_2013-06-28,34918.2025883
1_8_2013-07-05,38431.0192128
1_8_2013-07-12,35402.5339791
1_8_2013-07-19,35857.398071
1_8_2013-07-26,34668.846847
1_9_2012-11-02,34120.0149549
1_9_2012-11-09,29711.6321116
1_9_2012-11-16,29252.6347991
1_9_2012-11-23,35724.9621623
1_9_2012-11-30,34277.1067205
1_9_2012-12-07,33402.9578694
1_9_2012-12-14,32045.0223168
1_9_2012-12-21,32389.3390289
1_9_2012-12-28,29706.8965554
1_9_2013-01-04,25457.7211328
1_9_2013-01-11,23353.4854952
1_9_2013-01-18,23893.5593747
1_9_2013-01-25,22365.3671128
1_9_2013-02-01,23132.3736501
1_9_2013-02-08,23522.2277861
1_9_2013-02-15,25198.2110246
1_9_2013-02-22,26173.4905853
1_9_2013-03-01,27918.5960493
1_9_2013-03-08,29009.5944416
1_9_2013-03-15,33155.3529531
1_9_2013-03-22,35046.7741053
1_9_2013-03-29,35336.6632668
1_9_2013-04-05,32984.1483898
1_9_2013-04-12,31378.8250966
1_9_2013-04-19,28945.818334
1_9_2013-04-26,27807.3857108
1_9_2013-05-03,26544.3542891
1_9_2013-05-10,27081.9899457
1_9_2013-05-17,27010.6843488
1_9_2013-05-24,26526.5586456
1_9_2013-05-31,25512.1148298
1_9_2013-06-07,25720.0510212
1_9_2013-06-14,25570.641872
1_9_2013-06-21,25788.4195156
1_9_2013-06-28,24944.7786758
1_9_2013-07-05,24945.9741613
1_9_2013-07-12,23796.9785922
1_9_2013-07-19,22929.3022789
1_9_2013-07-26,21885.6889143
1_10_2012-11-02,28976.7269338
1_10_2012-11-09,29289.4785468
1_10_2012-11-16,29732.6962799
1_10_2012-11-23,30901.1258812
1_10_2012-11-30,29356.4442706
1_10_2012-12-07,30464.5773312
1_10_2012-12-14,31372.3178959
1_10_2012-12-21,31729.7202995
1_10_2012-12-28,31619.0823937
1_10_2013-01-04,30890.7691668
1_10_2013-01-11,30751.6562045
1_10_2013-01-18,31918.8088052
1_10_2013-01-25,31882.9007497
1_10_2013-02-01,31924.7451412
1_10_2013-02-08,31085.0462811
1_10_2013-02-15,31511.3834981
1_10_2013-02-22,32166.4030741
1_10_2013-03-01,32864.1079066
1_10_2013-03-08,33406.1391115
1_10_2013-03-15,32528.8917777
1_10_2013-03-22,33392.4359653
1_10_2013-03-29,33202.8130343
1_10_2013-04-05,33459.3637931
1_10_2013-04-12,33479.9662918
1_10_2013-04-19,33243.8462297
1_10_2013-04-26,33562.7168457
1_10_2013-05-03,34068.0619412
1_10_2013-05-10,33602.2556459
1_10_2013-05-17,33726.4521257
1_10_2013-05-24,33521.8915044
1_10_2013-05-31,33692.66178
1_10_2013-06-07,33956.682736
1_10_2013-06-14,33553.2634237
1_10_2013-06-21,33346.1604451
1_10_2013-06-28,33039.8491442
1_10_2013-07-05,33085.8163365
1_10_2013-07-12,32798.0349236
1_10_2013-07-19,32495.6540819
1_10_2013-07-26,31969.5256636
1_11_2012-11-02,27421.4098145
1_11_2012-11-09,26646.6247049
1_11_2012-11-16,22694.5313211
1_11_2012-11-23,24484.2231654
1_11_2012-11-30,29100.9588147
1_11_2012-12-07,31174.7202162
1_11_2012-12-14,25413.5910359
1_11_2012-12-21,23542.2648365
1_11_2012-12-28,31678.0714967
1_11_2013-01-04,32161.7655738
1_11_2013-01-11,24134.7323372
1_11_2013-01-18,22993.7851809
1_11_2013-01-25,28134.1797439
1_11_2013-02-01,27886.1041972
1_11_2013-02-08,23819.8562471
1_11_2013-02-15,21541.5035872
1_11_2013-02-22,23113.3850102
1_11_2013-03-01,25259.3363087
1_11_2013-03-08,24824.5005126
1_11_2013-03-15,22325.1413133
1_11_2013-03-22,23325.7343382
1_11_2013-03-29,25539.1919307
1_11_2013-04-05,27938.6548007
1_11_2013-04-12,27157.1898854
1_11_2013-04-19,25831.2248277
1_11_2013-04-26,29112.9675184
1_11_2013-05-03,32780.9301078
1_11_2013-05-10,32016.6850496
1_11_2013-05-17,29699.0403833
1_11_2013-05-24,30885.7361307
1_11_2013-05-31,33951.2379887
1_11_2013-06-07,34525.917454
1_11_2013-06-14,30696.4758385
1_11_2013-06-21,28715.6519345
1_11_2013-06-28,32584.4608404
1_11_2013-07-05,33532.607735
1_11_2013-07-12,28176.4628968
1_11_2013-07-19,25668.1557703
1_11_2013-07-26,28536.5629809
1_12_2012-11-02,8785.3246412
1_12_2012-11-09,10112.9115292
1_12_2012-11-16,8520.21256096
1_12_2012-11-23,9230.57218041
1_12_2012-11-30,10064.2083494
1_12_2012-12-07,9295.6732345
1_12_2012-12-14,8868.74022916
1_12_2012-12-21,9911.57646795
1_12_2012-12-28,9589.91207726
1_12_2013-01-04,8658.4025772
1_12_2013-01-11,10784.9381788
1_12_2013-01-18,10445.6557335
1_12_2013-01-25,9905.6260411
1_12_2013-02-01,11491.3254657
1_12_2013-02-08,11281.5260637
1_12_2013-02-15,10243.7539729
1_12_2013-02-22,11904.0421535
1_12_2013-03-01,11873.247863
1_12_2013-03-08,11191.6764281
1_12_2013-03-15,12797.0332565
1_12_2013-03-22,12524.9107281
1_12_2013-03-29,12075.9897616
1_12_2013-04-05,13324.9447267
1_12_2013-04-12,13621.6910155
1_12_2013-04-19,12825.1854128
1_12_2013-04-26,13998.5911296
1_12_2013-05-03,14286.825793
1_12_2013-05-10,13113.3903141
1_12_2013-05-17,14396.147081
1_12_2013-05-24,14664.2738783
1_12_2013-05-31,13667.0198035
1_12_2013-06-07,14763.1569395
1_12_2013-06-14,15332.828161
1_12_2013-06-21,14221.447707
1_12_2013-06-28,14970.7430461
1_12_2013-07-05,15419.1529476
1_12_2013-07-12,14249.7194833
1_12_2013-07-19,14966.4295633
1_12_2013-07-26,15493.4202321
1_13_2012-11-02,42380.4584002
1_13_2012-11-09,39789.2096131
1_13_2012-11-16,38046.299939
1_13_2012-11-23,37251.4541964
1_13_2012-11-30,40036.2979181
1_13_2012-12-07,42052.9301178
1_13_2012-12-14,37560.6017879
1_13_2012-12-21,37888.7825086
1_13_2012-12-28,37215.1229658
1_13_2013-01-04,42430.0758571
1_13_2013-01-11,38160.6276537
1_13_2013-01-18,37858.804115
1_13_2013-01-25,37138.8022104
1_13_2013-02-01,41378.0844031
1_13_2013-02-08,40858.1003142
1_13_2013-02-15,37723.8619214
1_13_2013-02-22,37554.2581837
1_13_2013-03-01,39503.7175119
1_13_2013-03-08,42587.6496565
1_13_2013-03-15,37828.2112137
1_13_2013-03-22,37891.434296
1_13_2013-03-29,38458.0285908
1_13_2013-04-05,43014.482204
1_13_2013-04-12,38726.9652795
1_13_2013-04-19,38148.6499628
1_13_2013-04-26,38170.8837535
1_13_2013-05-03,41940.2550722
1_13_2013-05-10,41406.562935
1_13_2013-05-17,38195.8298481
1_13_2013-05-24,38390.318494
1_13_2013-05-31,39952.2438554
1_13_2013-06-07,43374.340574
1_13_2013-06-14,38686.2731498
1_13_2013-06-21,38434.7066194
1_13_2013-06-28,38566.9778128
1_13_2013-07-05,43128.9904058
1_13_2013-07-12,40096.5740409
1_13_2013-07-19,38233.8160553
1_13_2013-07-26,38186.8868241
1_14_2012-11-02,13938.0336364
1_14_2012-11-09,15186.4418706
1_14_2012-11-16,15864.4831742
1_14_2012-11-23,15851.9481134
1_14_2012-11-30,16046.3740016
1_14_2012-12-07,16188.272982
1_14_2012-12-14,16439.4570174
1_14_2012-12-21,16090.5390687
1_14_2012-12-28,16010.9367944
1_14_2013-01-04,15394.6376957
1_14_2013-01-11,15275.8302645
1_14_2013-01-18,15350.2059939
1_14_2013-01-25,15317.8664694
1_14_2013-02-01,14904.7296649
1_14_2013-02-08,14875.5492897
1_14_2013-02-15,14761.0487417
1_14_2013-02-22,14691.3061554
1_14_2013-03-01,13907.3868396
1_14_2013-03-08,13573.0753267
1_14_2013-03-15,13361.4769695
1_14_2013-03-22,13278.4378653
1_14_2013-03-29,13383.6142178
1_14_2013-04-05,12756.7467564
1_14_2013-04-12,12680.5010004
1_14_2013-04-19,12308.3572625
1_14_2013-04-26,12459.6684433
1_14_2013-05-03,12250.8164496
1_14_2013-05-10,12083.6978231
1_14_2013-05-17,11888.2763645
1_14_2013-05-24,11849.499516
1_14_2013-05-31,11916.5125505
1_14_2013-06-07,12099.0087365
1_14_2013-06-14,12093.702146
1_14_2013-06-21,12322.3093075
1_14_2013-06-28,12434.8814157
1_14_2013-07-05,12707.2085329
1_14_2013-07-12,12841.0709838
1_14_2013-07-19,13022.6909892
1_14_2013-07-26,13261.3046532
1_16_2012-11-02,5606.09221412
1_16_2012-11-09,9106.53908662
1_16_2012-11-16,8229.87222066
1_16_2012-11-23,10503.4954565
1_16_2012-11-30,9031.63047668
1_16_2012-12-07,9056.90803013
1_16_2012-12-14,10719.0622569
1_16_2012-12-21,13250.0315455
1_16_2012-12-28,15033.5009329
1_16_2013-01-04,13147.1933049
1_16_2013-01-11,15803.7693611
1_16_2013-01-18,18064.0556324
1_16_2013-01-25,20112.1051332
1_16_2013-02-01,22577.9944258
1_16_2013-02-08,23166.0380778
1_16_2013-02-15,26595.0885562
1_16_2013-02-22,28304.797571
1_16_2013-03-01,32007.805489
1_16_2013-03-08,32520.0373892
1_16_2013-03-15,36064.6459295
1_16_2013-03-22,37926.8258849
1_16_2013-03-29,39887.7985629
1_16_2013-04-05,41840.6718181
1_16_2013-04-12,43368.5412528
1_16_2013-04-19,45023.6733408
1_16_2013-04-26,45391.2158385
1_16_2013-05-03,46783.4071677
1_16_2013-05-10,47309.9455624
1_16_2013-05-17,48171.8057724
1_16_2013-05-24,48219.36436
1_16_2013-05-31,47209.4509112
1_16_2013-06-07,47491.547307
1_16_2013-06-14,46418.0919156
1_16_2013-06-21,45832.2713859
1_16_2013-06-28,43551.8023421
1_16_2013-07-05,42539.3857952
1_16_2013-07-12,40689.820831
1_16_2013-07-19,39084.2994542
1_16_2013-07-26,36878.8121249
1_17_2012-11-02,9073.6818867
1_17_2012-11-09,9116.10481739
1_17_2012-11-16,8605.19148356
1_17_2012-11-23,9212.37242142
1_17_2012-11-30,8854.53079005
1_17_2012-12-07,8574.76557432
1_17_2012-12-14,9013.47892843
1_17_2012-12-21,9070.04817093
1_17_2012-12-28,8631.6360582
1_17_2013-01-04,8227.79834801
1_17_2013-01-11,8431.84492419
1_17_2013-01-18,8637.22697797
1_17_2013-01-25,8002.06530968
1_17_2013-02-01,8300.32389971
1_17_2013-02-08,8430.46712661
1_17_2013-02-15,8503.38322991
1_17_2013-02-22,8304.57807047
1_17_2013-03-01,8356.40269876
1_17_2013-03-08,7807.91629726
1_17_2013-03-15,7684.80070536
1_17_2013-03-22,7670.76218108
1_17_2013-03-29,7661.33244475
1_17_2013-04-05,6978.90161707
1_17_2013-04-12,6905.31842666
1_17_2013-04-19,6963.31600021
1_17_2013-04-26,7041.40071025
1_17_2013-05-03,6639.45315187
1_17_2013-05-10,6720.84812188
1_17_2013-05-17,6657.33731566
1_17_2013-05-24,6298.07721848
1_17_2013-05-31,6351.66314498
1_17_2013-06-07,6453.09585718
1_17_2013-06-14,6336.84570301
1_17_2013-06-21,6102.30567466
1_17_2013-06-28,6165.69677245
1_17_2013-07-05,6340.85443691
1_17_2013-07-12,6147.57342781
1_17_2013-07-19,6035.69244248
1_17_2013-07-26,6266.11304833
1_18_2012-11-02,21974.395796
1_18_2012-11-09,22256.3663346
1_18_2012-11-16,19583.6092466
1_18_2012-11-23,18442.0700773
1_18_2012-11-30,17056.8236331
1_18_2012-12-07,15279.7477689
1_18_2012-12-14,14433.548307
1_18_2012-12-21,13176.476775
1_18_2012-12-28,12924.2229597
1_18_2013-01-04,12842.4126192
1_18_2013-01-11,13333.4467405
1_18_2013-01-18,11242.838234
1_18_2013-01-25,8142.63384643
1_18_2013-02-01,5473.53655069
1_18_2013-02-08,3820.38313449
1_18_2013-02-15,3601.59618939
1_18_2013-02-22,2935.09932264
1_18_2013-03-01,2333.74371059
1_18_2013-03-08,1255.98014467
1_18_2013-03-15,211.779317542
1_18_2013-03-22,-697.913536041
1_18_2013-03-29,-1526.23650346
1_18_2013-04-05,-2867.67229316
1_18_2013-04-12,-4531.50424464
1_18_2013-04-19,-5632.42612246
1_18_2013-04-26,-5758.74071385
1_18_2013-05-03,-5946.45450645
1_18_2013-05-10,-6715.32243803
1_18_2013-05-17,-7827.67255594
1_18_2013-05-24,-8696.91317115
1_18_2013-06-07,-8931.00658765
1_18_2013-07-05,-8536.84207226
1_19_2012-11-02,1267.51407295
1_19_2012-11-09,1211.71978507
1_19_2012-11-16,1264.05310562
1_19_2012-11-23,1295.31407667
1_19_2012-11-30,1331.99613607
1_19_2012-12-07,1105.5015159
1_19_2012-12-14,1343.3159678
1_19_2012-12-21,1158.61732984
1_19_2012-12-28,1127.92408947
1_19_2013-01-04,1291.91605524
1_19_2013-01-11,1104.28821371
1_19_2013-01-18,1178.60286295
1_19_2013-01-25,1147.45519108
1_19_2013-02-01,1110.53878566
1_19_2013-02-08,955.322537279
1_19_2013-02-15,1047.84058889
1_19_2013-02-22,988.035853246
1_19_2013-03-01,1039.74441138
1_19_2013-03-08,1081.8488579
1_19_2013-03-15,1085.76854197
1_19_2013-03-22,1155.38634715
1_19_2013-03-29,947.085916355
1_19_2013-04-05,1035.58646118
1_19_2013-04-12,1010.75069198
1_19_2013-04-19,1000.24520253
1_19_2013-04-26,950.625466599
1_19_2013-05-03,1028.90144021
1_19_2013-05-10,1038.87500763
1_19_2013-05-17,936.276775297
1_19_2013-05-24,1056.58061665
1_19_2013-05-31,964.011596152
1_19_2013-06-07,994.526581631
1_19_2013-06-14,1043.25399409
1_19_2013-06-21,969.150663361
1_19_2013-06-28,1014.49393358
1_19_2013-07-05,930.678445285
1_19_2013-07-12,996.483534762
1_19_2013-07-19,965.284359735
1_19_2013-07-26,987.25401922
1_20_2012-11-02,3447.47851819
1_20_2012-11-09,3163.58406781
1_20_2012-11-16,3584.93991814
1_20_2012-11-23,3416.52341416
1_20_2012-11-30,3837.90338789
1_20_2012-12-07,3097.15769798
1_20_2012-12-14,3856.68361498
1_20_2012-12-21,3532.90540868
1_20_2012-12-28,4057.77942162
1_20_2013-01-04,3531.58376791
1_20_2013-01-11,3805.63617392
1_20_2013-01-18,3696.98882082
1_20_2013-01-25,4035.76576143
1_20_2013-02-01,3967.84217701
1_20_2013-02-08,3969.15879284
1_20_2013-02-15,3996.66365196
1_20_2013-02-22,4174.80119719
1_20_2013-03-01,4408.36988943
1_20_2013-03-08,4063.78429036
1_20_2013-03-15,4477.93468427
1_20_2013-03-22,4104.56254977
1_20_2013-03-29,4647.94741787
1_20_2013-04-05,4234.75405237
1_20_2013-04-12,4654.34104475
1_20_2013-04-19,4340.49890031
1_20_2013-04-26,4641.12648883
1_20_2013-05-03,4353.40266191
1_20_2013-05-10,4733.30375698
1_20_2013-05-17,4509.20411186
1_20_2013-05-24,4777.01357486
1_20_2013-05-31,4406.51374771
1_20_2013-06-07,4680.10501861
1_20_2013-06-14,4507.71092049
1_20_2013-06-21,4620.12353473
1_20_2013-06-28,4451.52878288
1_20_2013-07-05,4465.51575122
1_20_2013-07-12,4399.97612918
1_20_2013-07-19,4373.9393028
1_20_2013-07-26,4337.80235668
1_21_2012-11-02,8182.06073209
1_21_2012-11-09,7670.61846261
1_21_2012-11-16,8263.4877773
1_21_2012-11-23,7990.69947269
1_21_2012-11-30,7987.68380381
1_21_2012-12-07,7814.34866718
1_21_2012-12-14,8118.92522304
1_21_2012-12-21,8413.32502731
1_21_2012-12-28,7955.97681406
1_21_2013-01-04,8167.14237883
1_21_2013-01-11,8035.28199084
1_21_2013-01-18,8153.16881286
1_21_2013-01-25,7975.47101387
1_21_2013-02-01,7887.70707021
1_21_2013-02-08,8174.00687472
1_21_2013-02-15,7883.74702354
1_21_2013-02-22,7809.27287067
1_21_2013-03-01,7640.98741745
1_21_2013-03-08,7821.46357949
1_21_2013-03-15,7602.98558469
1_21_2013-03-22,7191.8014453
1_21_2013-03-29,7501.16253149
1_21_2013-04-05,7465.38874017
1_21_2013-04-12,7208.00506585
1_21_2013-04-19,7168.76558597
1_21_2013-04-26,7310.12851221
1_21_2013-05-03,7268.05623827
1_21_2013-05-10,6941.21971207
1_21_2013-05-17,7127.20860596
1_21_2013-05-24,7015.81615755
1_21_2013-05-31,7044.13505758
1_21_2013-06-07,6887.72577259
1_21_2013-06-14,7002.69043266
1_21_2013-06-21,7138.06099062
1_21_2013-06-28,6962.08525474
1_21_2013-07-05,7022.14462068
1_21_2013-07-12,7047.93136133
1_21_2013-07-19,7199.66073164
1_21_2013-07-26,7147.95123725
1_22_2012-11-02,8849.74550366
1_22_2012-11-09,8341.60131495
1_22_2012-11-16,8867.88699232
1_22_2012-11-23,8495.26972188
1_22_2012-11-30,8674.9360066
1_22_2012-12-07,7931.12525078
1_22_2012-12-14,8722.92046068
