1_3_2013-02-08,13549.8644899
1_3_2013-02-15,13297.20633
1_3_2013-02-22,13095.7299802
1_3_2013-03-01,12939.911793
1_3_2013-03-08,12846.5683771
1_3_2013-03-15,12814.0588502
1_3_2013-03-22,12819.8050844
1_3_2013-03-29,12865.9707905
1_3_2013-04-05,12933.8205806
1_3_2013-04-12,13012.0302562
1_3_2013-04-19,13092.857634
1_3_2013-04-26,13166.0402964
1_3_2013-05-03,13225.7973079
1_3_2013-05-10,13270.9624702
1_3_2013-05-17,13298.6587221
1_3_2013-05-24,13310.7608851
1_3_2013-05-31,13309.6327327
1_3_2013-06-07,13297.9140502
1_3_2013-06-14,13279.3561105
1_3_2013-06-21,13257.3393307
1_3_2013-06-28,13234.5455918
1_3_2013-07-05,13213.6267177
1_3_2013-07-12,13196.1208895
1_3_2013-07-19,13182.965914
1_3_2013-07-26,13174.5600252
1_4_2012-11-02,38014.0711507
1_4_2012-11-09,36949.2696755
1_4_2012-11-16,36801.0521487
1_4_2012-11-23,37394.8106112
1_4_2012-11-30,36860.3551287
1_4_2012-12-07,37428.5454246
1_4_2012-12-14,37167.4944432
1_4_2012-12-21,37437.2926862
1_4_2012-12-28,36606.2430615
1_4_2013-01-04,37263.8679899
1_4_2013-01-11,37168.7935645
1_4_2013-01-18,37146.8696957
1_4_2013-01-25,36863.170715
1_4_2013-02-01,37050.5154283
1_4_2013-02-08,37125.3952129
1_4_2013-02-15,36981.6791443
1_4_2013-02-22,37092.7605528
1_4_2013-03-01,36986.0229014
1_4_2013-03-08,37084.6743567
1_4_2013-03-15,36981.8114213
1_4_2013-03-22,37134.1758445
1_4_2013-03-29,37017.0688878
1_4_2013-04-05,37049.9727298
1_4_2013-04-12,37036.3042044
1_4_2013-04-19,37082.9393482
1_4_2013-04-26,37055.8813591
1_4_2013-05-03,37035.0045453
1_4_2013-05-10,37068.1159131
1_4_2013-05-17,37042.9919118
1_4_2013-05-24,37067.4466891
1_4_2013-05-31,37040.1130514
1_4_2013-06-07,37067.8294841
1_4_2013-06-14,37038.5251788
1_4_2013-06-21,37060.2907112
1_4_2013-06-28,37051.3138001
1_4_2013-07-05,37056.3434741
1_4_2013-07-12,37048.9492261
1_4_2013-07-19,37051.9145342
1_4_2013-07-26,37057.1770054
1_5_2012-11-02,24314.8302047
1_5_2012-11-09,24159.4849532
1_5_2012-11-16,22934.5927797
1_5_2012-11-23,25445.5222055
1_5_2012-11-30,23676.2050562
1_5_2012-12-07,23634.7539001
1_5_2012-12-14,23802.5462336
1_5_2012-12-21,24117.4992529
1_5_2012-12-28,23789.7046304
1_5_2013-01-04,23542.5271773
1_5_2013-01-11,24110.5068855
1_5_2013-01-18,23801.9627976
1_5_2013-01-25,23878.1335863
1_5_2013-02-01,23750.579849
1_5_2013-02-08,23990.2660542
1_5_2013-02-15,23818.9672067
1_5_2013-02-22,23823.4002389
1_5_2013-03-01,23867.0525619
1_5_2013-03-08,23862.8399754
1_5_2013-03-15,23853.3852148
1_5_2013-03-22,23817.0833391
1_5_2013-03-29,23882.1864857
1_5_2013-04-05,23837.9024986
1_5_2013-04-12,23853.0759461
1_5_2013-04-19,23840.5659468
1_5_2013-04-26,23860.9404868
1_5_2013-05-03,23846.1808654
1_5_2013-05-10,23845.2528387
1_5_2013-05-17,23852.9163539
1_5_2013-05-24,23848.2961749
1_5_2013-05-31,23850.350345
1_5_2013-06-07,23845.3688299
1_5_2013-06-14,23852.6600438
1_5_2013-06-21,23847.2754571
1_5_2013-06-28,23849.3027675
1_5_2013-07-05,23848.2924122
1_5_2013-07-12,23849.6987879
1_5_2013-07-19,23848.7182138
1_5_2013-07-26,23848.2832233
1_6_2012-11-02,4650.20923573
1_6_2012-11-09,4503.79892977
1_6_2012-11-16,4172.29165286
1_6_2012-11-23,4786.49819809
1_6_2012-11-30,4812.57503561
1_6_2012-12-07,4645.15585614
1_6_2012-12-14,4563.42216116
1_6_2012-12-21,4795.98890405
1_6_2012-12-28,4660.07077743
1_6_2013-01-04,4634.77508568
1_6_2013-01-11,4714.74221661
1_6_2013-01-18,4703.96612117
1_6_2013-01-25,4653.32929725
1_6_2013-02-01,4699.45551017
1_6_2013-02-08,4757.99336445
1_6_2013-02-15,4684.20222658
1_6_2013-02-22,4700.95131479
1_6_2013-03-01,4731.46323367
1_6_2013-03-08,4732.24609033
1_6_2013-03-15,4693.7214403
1_6_2013-03-22,4721.04603682
1_6_2013-03-29,4725.59146655
1_6_2013-04-05,4709.96987441
1_6_2013-04-12,4711.52299502
1_6_2013-04-19,4722.92205241
1_6_2013-04-26,4717.25628782
1_6_2013-05-03,4709.76716679
1_6_2013-05-10,4721.53385338
1_6_2013-05-17,4719.12014026
1_6_2013-05-24,4714.7395506
1_6_2013-05-31,4715.61122624
1_6_2013-06-07,4721.19628763
1_6_2013-06-14,4716.17568019
1_6_2013-06-21,4715.69817315
1_6_2013-06-28,4718.4957648
1_6_2013-07-05,4718.0865141
1_6_2013-07-12,4716.06936465
1_6_2013-07-19,4717.23519245
1_6_2013-07-26,4718.45192085
1_7_2012-11-02,23206.6825976
1_7_2012-11-09,24124.6830873
1_7_2012-11-16,25037.6751216
1_7_2012-11-23,24912.622669
1_7_2012-11-30,25442.2882998
1_7_2012-12-07,25593.4008687
1_7_2012-12-14,25456.6019503
1_7_2012-12-21,25215.5766247
1_7_2012-12-28,25148.6988472
1_7_2013-01-04,25009.2911398
1_7_2013-01-11,24822.9756226
1_7_2013-01-18,24772.5335977
1_7_2013-01-25,24762.8541424
1_7_2013-02-01,24745.4021825
1_7_2013-02-08,24737.2051764
1_7_2013-02-15,24789.7778228
1_7_2013-02-22,24819.6156035
1_7_2013-03-01,24835.7450318
1_7_2013-03-08,24853.6195158
1_7_2013-03-15,24875.9269354
1_7_2013-03-22,24876.6002256
1_7_2013-03-29,24873.0373421
1_7_2013-04-05,24872.5367417
1_7_2013-04-12,24869.4190773
1_7_2013-04-19,24861.3044618
1_7_2013-04-26,24856.6495733
1_7_2013-05-03,24855.243469
1_7_2013-05-10,24852.8638448
1_7_2013-05-17,24851.1668009
1_7_2013-05-24,24851.8727858
1_7_2013-05-31,24853.0916673
1_7_2013-06-07,24853.4493798
1_7_2013-06-14,24854.2724083
1_7_2013-06-21,24855.3910407
1_7_2013-06-28,24855.9101463
1_7_2013-07-05,24855.9580973
1_7_2013-07-12,24856.1565431
1_7_2013-07-19,24856.2168007
1_7_2013-07-26,24855.9854258
1_8_2012-11-02,40147.2960546
1_8_2012-11-09,38465.4893814
1_8_2012-11-16,38003.9116568
1_8_2012-11-23,38129.8862114
1_8_2012-11-30,38826.1890147
1_8_2012-12-07,38916.9611092
1_8_2012-12-14,37992.8484742
1_8_2012-12-21,38172.421667
1_8_2012-12-28,38494.7239043
1_8_2013-01-04,38728.9368659
1_8_2013-01-11,38138.6501445
1_8_2013-01-18,38006.0831561
1_8_2013-01-25,38118.2524355
1_8_2013-02-01,38345.0785179
1_8_2013-02-08,38141.9945092
1_8_2013-02-15,37911.9096383
1_8_2013-02-22,37942.1171304
1_8_2013-03-01,38080.3417633
1_8_2013-03-08,38050.7394457
1_8_2013-03-15,37856.8212016
1_8_2013-03-22,37807.3904645
1_8_2013-03-29,37864.3822103
1_8_2013-04-05,37891.4467625
1_8_2013-04-12,37779.9857949
1_8_2013-04-19,37700.5564348
1_8_2013-04-26,37708.8501594
1_8_2013-05-03,37737.0833657
1_8_2013-05-10,37686.7797075
1_8_2013-05-17,37611.3715722
1_8_2013-05-24,37588.8010805
1_8_2013-05-31,37599.9001646
1_8_2013-06-07,37580.6311134
1_8_2013-06-14,37524.9828052
1_8_2013-06-21,37489.4864915
1_8_2013-06-28,37484.509881
1_8_2013-07-05,37475.7292631
1_8_2013-07-12,37439.6542508
1_8_2013-07-19,37403.3593337
1_8_2013-07-26,37387.4415082
1_9_2012-11-02,34999.9839324
1_9_2012-11-09,30369.394024
1_9_2012-11-16,29476.4717267
1_9_2012-11-23,29559.0783599
1_9_2012-11-30,27055.1883969
1_9_2012-12-07,24928.2253261
1_9_2012-12-14,24642.7787205
1_9_2012-12-21,25105.1136167
1_9_2012-12-28,24366.8377468
1_9_2013-01-04,24449.8252438
1_9_2013-01-11,25359.8693364
1_9_2013-01-18,26274.7265196
1_9_2013-01-25,26655.9118386
1_9_2013-02-01,27257.962103
1_9_2013-02-08,28102.2038366
1_9_2013-02-15,28750.830321
1_9_2013-02-22,29005.7475174
1_9_2013-03-01,29275.040124
1_9_2013-03-08,29515.4922706
1_9_2013-03-15,29562.8303204
1_9_2013-03-22,29412.5380083
1_9_2013-03-29,29260.6430334
1_9_2013-04-05,29099.6853245
1_9_2013-04-12,28868.7455648
1_9_2013-04-19,28597.5390854
1_9_2013-04-26,28382.8432602
1_9_2013-05-03,28211.769871
1_9_2013-05-10,28057.9254653
1_9_2013-05-17,27936.6321948
1_9_2013-05-24,27879.4347047
1_9_2013-05-31,27867.4978408
1_9_2013-06-07,27879.820872
1_9_2013-06-14,27917.0293687
1_9_2013-06-21,27983.1128743
1_9_2013-06-28,28060.6048105
1_9_2013-07-05,28136.0225834
1_9_2013-07-12,28207.6284295
1_9_2013-07-19,28274.8392707
1_9_2013-07-26,28329.4365057
1_10_2012-11-02,28140.6619293
1_10_2012-11-09,29268.1589761
1_10_2012-11-16,30209.4296371
1_10_2012-11-23,30141.3281437
1_10_2012-11-30,30460.5234064
1_10_2012-12-07,30588.940389
1_10_2012-12-14,30899.4150949
1_10_2012-12-21,31088.8352952
1_10_2012-12-28,30926.502047
1_10_2013-01-04,30866.4880915
1_10_2013-01-11,30917.0528608
1_10_2013-01-18,30977.7107085
1_10_2013-01-25,30954.4591874
1_10_2013-02-01,30941.5623138
1_10_2013-02-08,30929.2333855
1_10_2013-02-15,30949.3289601
1_10_2013-02-22,30972.9894896
1_10_2013-03-01,30973.7121167
1_10_2013-03-08,30964.8000503
1_10_2013-03-15,30967.0390277
1_10_2013-03-22,30975.0087193
1_10_2013-03-29,30977.5667206
1_10_2013-04-05,30976.3767934
1_10_2013-04-12,30973.9256875
1_10_2013-04-19,30973.9561641
1_10_2013-04-26,30975.7611543
1_10_2013-05-03,30976.5164958
1_10_2013-05-10,30975.5523759
1_10_2013-05-17,30974.9773664
1_10_2013-05-24,30975.3712514
1_10_2013-05-31,30975.8716962
1_10_2013-06-07,30975.9633887
1_10_2013-06-14,30975.7505006
1_10_2013-06-21,30975.6297041
1_10_2013-06-28,30975.7539121
1_10_2013-07-05,30975.9081183
1_10_2013-07-12,30975.8898095
1_10_2013-07-19,30975.804596
1_10_2013-07-26,30975.788944
1_11_2012-11-02,24019.8764582
1_11_2012-11-09,24701.2238118
1_11_2012-11-16,24860.5821359
1_11_2012-11-23,26723.3101545
1_11_2012-11-30,27107.5789925
1_11_2012-12-07,26643.5354726
1_11_2012-12-14,27462.5930841
1_11_2012-12-21,27717.6298232
1_11_2012-12-28,27259.5069328
1_11_2013-01-04,26750.9109069
1_11_2013-01-11,26744.5219208
1_11_2013-01-18,26361.3179287
1_11_2013-01-25,25745.5043223
1_11_2013-02-01,25481.7820898
1_11_2013-02-08,25251.9296059
1_11_2013-02-15,24897.9825813
1_11_2013-02-22,24639.9406449
1_11_2013-03-01,24611.734285
1_11_2013-03-08,24564.0674325
1_11_2013-03-15,24504.0170468
1_11_2013-03-22,24579.0365097
1_11_2013-03-29,24709.2686845
1_11_2013-04-05,24807.4062601
1_11_2013-04-12,24921.0438293
1_11_2013-04-19,25079.9194136
1_11_2013-04-26,25210.0328656
1_11_2013-05-03,25301.288465
1_11_2013-05-10,25393.0671384
1_11_2013-05-17,25469.2659078
1_11_2013-05-24,25503.959875
1_11_2013-05-31,25514.5031914
1_11_2013-06-07,25517.0418273
1_11_2013-06-14,25498.3337676
1_11_2013-06-21,25459.727124
1_11_2013-06-28,25418.2140811
1_11_2013-07-05,25375.8970607
1_11_2013-07-12,25328.7783675
1_11_2013-07-19,25284.1297329
1_11_2013-07-26,25248.7719775
1_12_2012-11-02,9703.62035942
1_12_2012-11-09,9965.49332832
1_12_2012-11-16,9681.49585207
1_12_2012-11-23,9899.67091462
1_12_2012-11-30,10035.3076467
1_12_2012-12-07,10060.2854487
1_12_2012-12-14,10181.8835065
1_12_2012-12-21,10379.9949518
1_12_2012-12-28,10206.4845063
1_12_2013-01-04,10357.7209109
1_12_2013-01-11,10403.8413927
1_12_2013-01-18,10391.4110561
1_12_2013-01-25,10433.8337984
1_12_2013-02-01,10423.4371631
1_12_2013-02-08,10425.5461349
1_12_2013-02-15,10449.7204115
1_12_2013-02-22,10462.3274308
1_12_2013-03-01,10443.5861969
1_12_2013-03-08,10455.4280416
1_12_2013-03-15,10457.9176479
1_12_2013-03-22,10459.685694
1_12_2013-03-29,10465.7273836
1_12_2013-04-05,10461.6487078
1_12_2013-04-12,10461.8319721
1_12_2013-04-19,10465.8561571
1_12_2013-04-26,10467.5698127
1_12_2013-05-03,10466.4069175
1_12_2013-05-10,10467.09971
1_12_2013-05-17,10467.1151739
1_12_2013-05-24,10468.0611016
1_12_2013-05-31,10469.1183201
1_12_2013-06-07,10468.4726459
1_12_2013-06-14,10468.3730155
1_12_2013-06-21,10468.8415801
1_12_2013-06-28,10469.1670215
1_12_2013-07-05,10469.2090429
1_12_2013-07-12,10469.1616411
1_12_2013-07-19,10469.0634398
1_12_2013-07-26,10469.2340747
1_13_2012-11-02,40810.6709756
1_13_2012-11-09,39872.7222045
1_13_2012-11-16,38210.9716554
1_13_2012-11-23,38796.2530649
1_13_2012-11-30,39243.6676806
1_13_2012-12-07,41042.0708341
1_13_2012-12-14,38502.1353232
1_13_2012-12-21,38858.8688476
1_13_2012-12-28,38602.3451965
1_13_2013-01-04,40426.6885072
1_13_2013-01-11,39162.5347865
1_13_2013-01-18,38698.3301838
1_13_2013-01-25,38641.9401548
1_13_2013-02-01,39388.1663067
1_13_2013-02-08,39758.1866259
1_13_2013-02-15,38697.2125396
1_13_2013-02-22,38835.6005505
1_13_2013-03-01,38777.2676609
1_13_2013-03-08,39761.5643256
1_13_2013-03-15,38936.4524823
1_13_2013-03-22,38880.2417786
1_13_2013-03-29,38673.4895161
1_13_2013-04-05,39338.304763
1_13_2013-04-12,39231.2293338
1_13_2013-04-19,38858.5071173
1_13_2013-04-26,38800.7973933
1_13_2013-05-03,38934.4463892
1_13_2013-05-10,39334.3588318
1_13_2013-05-17,38908.8389745
1_13_2013-05-24,38903.5990464
1_13_2013-05-31,38776.3790757
1_13_2013-06-07,39203.6287381
1_13_2013-06-14,39026.0824581
1_13_2013-06-21,38924.9669541
1_13_2013-06-28,38812.3246662
1_13_2013-07-05,38995.1620121
1_13_2013-07-12,39106.4135862
1_13_2013-07-19,38929.5379194
1_13_2013-07-26,38893.8439466
1_14_2012-11-02,13636.5117604
1_14_2012-11-09,13333.6480137
1_14_2012-11-16,14085.3976357
1_14_2012-11-23,14022.9354182
1_14_2012-11-30,14881.3240318
1_14_2012-12-07,15057.0986436
1_14_2012-12-14,15111.1922193
1_14_2012-12-21,15153.8720619
1_14_2012-12-28,15109.6668529
1_14_2013-01-04,15228.6819306
1_14_2013-01-11,15108.2887738
1_14_2013-01-18,15185.1711195
1_14_2013-01-25,15073.8269738
1_14_2013-02-01,15155.4861339
1_14_2013-02-08,15118.0134315
1_14_2013-02-15,15173.8113354
1_14_2013-02-22,15144.3250834
1_14_2013-03-01,15173.3708227
1_14_2013-03-08,15177.9392008
1_14_2013-03-15,15188.3416098
1_14_2013-03-22,15189.5995617
1_14_2013-03-29,15186.6088164
1_14_2013-04-05,15194.4633545
1_14_2013-04-12,15188.1051656
1_14_2013-04-19,15193.5012633
1_14_2013-04-26,15187.3728769
1_14_2013-05-03,15191.9318591
1_14_2013-05-10,15187.8894166
1_14_2013-05-17,15191.135391
1_14_2013-05-24,15189.2916318
1_14_2013-05-31,15190.7021789
1_14_2013-06-07,15190.0901839
1_14_2013-06-14,15190.7888762
1_14_2013-06-21,15190.9519063
1_14_2013-06-28,15190.7465149
1_14_2013-07-05,15191.1083497
1_14_2013-07-12,15190.8119119
1_14_2013-07-19,15191.1934268
1_14_2013-07-26,15190.8021994
1_16_2012-11-02,9990.11333119
1_16_2012-11-09,10219.7624044
1_16_2012-11-16,11224.2367983
1_16_2012-11-23,12144.1162596
1_16_2012-11-30,13235.7536152
1_16_2012-12-07,14271.9821773
1_16_2012-12-14,15500.1797653
1_16_2012-12-21,16692.139474
1_16_2012-12-28,17773.5336542
1_16_2013-01-04,18821.7722072
1_16_2013-01-11,19792.9634233
1_16_2013-01-18,20676.4195105
1_16_2013-01-25,21422.1832924
1_16_2013-02-01,22066.9250157
1_16_2013-02-08,22609.9527742
1_16_2013-02-15,23039.3175352
1_16_2013-02-22,23362.0247553
1_16_2013-03-01,23589.9201454
1_16_2013-03-08,23736.8481334
1_16_2013-03-15,23805.2385403
1_16_2013-03-22,23806.7393052
1_16_2013-03-29,23754.6572328
1_16_2013-04-05,23659.3639435
1_16_2013-04-12,23529.4873736
1_16_2013-04-19,23374.0709202
1_16_2013-04-26,23202.9947905
1_16_2013-05-03,23023.5014155
1_16_2013-05-10,22841.663619
1_16_2013-05-17,22663.1002781
1_16_2013-05-24,22492.6734195
1_16_2013-05-31,22333.8948671
1_16_2013-06-07,22189.1653151
1_16_2013-06-14,22060.3681505
1_16_2013-06-21,21948.6441698
1_16_2013-06-28,21854.3467844
1_16_2013-07-05,21777.2334217
1_16_2013-07-12,21716.6899459
1_16_2013-07-19,21671.7487711
1_16_2013-07-26,21641.1018848
1_17_2012-11-02,8409.50000726
1_17_2012-11-09,8300.94856279
1_17_2012-11-16,8196.15350318
1_17_2012-11-23,8658.08890235
1_17_2012-11-30,8839.44201265
1_17_2012-12-07,8796.64685157
1_17_2012-12-14,8680.20382507
1_17_2012-12-21,8831.68118506
1_17_2012-12-28,8835.4189104
1_17_2013-01-04,8760.04592179
1_17_2013-01-11,8774.59587722
1_17_2013-01-18,8856.09777519
1_17_2013-01-25,8890.94907949
1_17_2013-02-01,8873.64404642
1_17_2013-02-08,8907.73664917
1_17_2013-02-15,8938.4575243
1_17_2013-02-22,8934.69793375
1_17_2013-03-01,8919.48095864
1_17_2013-03-08,8927.42266576
1_17_2013-03-15,8936.84593354
1_17_2013-03-22,8931.92314511
1_17_2013-03-29,8932.58328456
1_17_2013-04-05,8942.25758833
1_17_2013-04-12,8949.22269784
1_17_2013-04-19,8948.48654302
1_17_2013-04-26,8949.80726591
1_17_2013-05-03,8953.34247365
1_17_2013-05-10,8953.62197954
1_17_2013-05-17,8951.8925483
1_17_2013-05-24,8952.15667139
1_17_2013-05-31,8953.77288199
1_17_2013-06-07,8954.06678756
1_17_2013-06-14,8954.13244129
1_17_2013-06-21,8955.15572487
1_17_2013-06-28,8956.15138871
1_17_2013-07-05,8956.24077404
1_17_2013-07-12,8956.17853444
1_17_2013-07-19,8956.47310454
1_17_2013-07-26,8956.61304279
1_18_2012-11-02,17619.2756558
1_18_2012-11-09,14906.3062646
1_18_2012-11-16,12479.8446616
1_18_2012-11-23,11300.8760459
1_18_2012-11-30,9961.90255504
1_18_2012-12-07,8837.34435121
1_18_2012-12-14,8598.72653393
1_18_2012-12-21,8834.98678426
1_18_2012-12-28,8989.27421253
1_18_2013-01-04,8977.9060319
1_18_2013-01-11,8954.88805819
1_18_2013-01-18,8901.87565437
1_18_2013-01-25,8770.61979119
1_18_2013-02-01,8615.41721285
1_18_2013-02-08,8506.20653484
1_18_2013-02-15,8445.35877754
1_18_2013-02-22,8406.98281362
1_18_2013-03-01,8383.82883119
1_18_2013-03-08,8375.30244463
1_18_2013-03-15,8371.95888869
1_18_2013-03-22,8364.72657491
1_18_2013-03-29,8353.61695303
1_18_2013-04-05,8342.26258338
1_18_2013-04-12,8331.99043018
1_18_2013-04-19,8322.88406812
1_18_2013-04-26,8315.66359079
1_18_2013-05-03,8310.81748924
1_18_2013-05-10,8307.78113538
1_18_2013-05-17,8305.67487384
1_18_2013-05-24,8304.03456217
1_18_2013-06-07,8302.68202612
1_18_2013-07-05,8301.46206728
1_19_2012-11-02,1328.13574039
1_19_2012-11-09,1375.09978996
1_19_2012-11-16,1289.58968987
1_19_2012-11-23,1259.08460585
1_19_2012-11-30,1246.8319116
1_19_2012-12-07,1292.52356545
1_19_2012-12-14,1267.66258507
1_19_2012-12-21,1287.13581789
1_19_2012-12-28,1286.65105245
1_19_2013-01-04,1266.20326902
1_19_2013-01-11,1260.832656
1_19_2013-01-18,1253.76740767
1_19_2013-01-25,1242.41877856
1_19_2013-02-01,1242.87537166
1_19_2013-02-08,1241.78485886
1_19_2013-02-15,1237.84471832
1_19_2013-02-22,1237.84382821
1_19_2013-03-01,1234.99880298
1_19_2013-03-08,1230.92701702
1_19_2013-03-15,1228.90407479
1_19_2013-03-22,1226.12102491
1_19_2013-03-29,1223.55500328
1_19_2013-04-05,1222.34564366
1_19_2013-04-12,1220.73301808
1_19_2013-04-19,1219.22218114
1_19_2013-04-26,1218.14428023
1_19_2013-05-03,1216.74010881
1_19_2013-05-10,1215.42253832
1_19_2013-05-17,1214.3621608
1_19_2013-05-24,1213.23801853
1_19_2013-05-31,1212.272007
1_19_2013-06-07,1211.47540226
1_19_2013-06-14,1210.67134289
1_19_2013-06-21,1209.95820187
1_19_2013-06-28,1209.31826143
1_19_2013-07-05,1208.68009612
1_19_2013-07-12,1208.10482534
1_19_2013-07-19,1207.58248236
1_19_2013-07-26,1207.08513123
1_20_2012-11-02,3467.33143589
1_20_2012-11-09,3433.97220415
1_20_2012-11-16,3523.79332334
1_20_2012-11-23,3622.22530074
1_20_2012-11-30,3758.3525319
1_20_2012-12-07,3923.00044742
1_20_2012-12-14,3827.58148267
1_20_2012-12-21,3992.06739108
1_20_2012-12-28,4021.72696926
1_20_2013-01-04,4049.79615325
1_20_2013-01-11,4032.81605849
1_20_2013-01-18,4076.589432
1_20_2013-01-25,4093.45330606
1_20_2013-02-01,4064.44472753
1_20_2013-02-08,4074.48447989
1_20_2013-02-15,4079.40754542
1_20_2013-02-22,4076.44657571
1_20_2013-03-01,4059.89129609
1_20_2013-03-08,4064.92890642
1_20_2013-03-15,4065.76890402
1_20_2013-03-22,4057.05447104
1_20_2013-03-29,4053.93342093
1_20_2013-04-05,4055.92367026
1_20_2013-04-12,4055.30489225
1_20_2013-04-19,4050.61512177
1_20_2013-04-26,4051.40052353
1_20_2013-05-03,4052.71845189
1_20_2013-05-10,4051.41059653
1_20_2013-05-17,4050.30859832
1_20_2013-05-24,4051.41222282
1_20_2013-05-31,4051.95669893
1_20_2013-06-07,4051.06304693
1_20_2013-06-14,4051.20450029
1_20_2013-06-21,4051.90828948
1_20_2013-06-28,4051.87191021
1_20_2013-07-05,4051.52858135
1_20_2013-07-12,4051.82617909
1_20_2013-07-19,4052.10679704
1_20_2013-07-26,4051.9186379
1_21_2012-11-02,7987.08294528
1_21_2012-11-09,7792.26687003
1_21_2012-11-16,7823.49098447
1_21_2012-11-23,7869.50413769
1_21_2012-11-30,7731.00198464
1_21_2012-12-07,7651.99438379
1_21_2012-12-14,7747.12013766
1_21_2012-12-21,7807.78291471
1_21_2012-12-28,7776.152622
1_21_2013-01-04,7770.48347813
1_21_2013-01-11,7796.01070258
1_21_2013-01-18,7792.84325773
1_21_2013-01-25,7762.98514906
1_21_2013-02-01,7756.0677864
1_21_2013-02-08,7768.13554535
1_21_2013-02-15,7770.02808196
1_21_2013-02-22,7764.7853565
1_21_2013-03-01,7768.34707483
1_21_2013-03-08,7773.81669252
1_21_2013-03-15,7772.09721632
1_21_2013-03-22,7767.94287977
1_21_2013-03-29,7767.9614587
1_21_2013-04-05,7768.97688611
1_21_2013-04-12,7768.00884417
1_21_2013-04-19,7767.23669361
1_21_2013-04-26,7768.23858096
1_21_2013-05-03,7768.99801027
1_21_2013-05-10,7768.62211972
1_21_2013-05-17,7768.2544539
1_21_2013-05-24,7768.4376448
1_21_2013-05-31,7768.43717235
1_21_2013-06-07,7768.1446017
1_21_2013-06-14,7768.05413889
1_21_2013-06-21,7768.22035423
1_21_2013-06-28,7768.27813894
1_21_2013-07-05,7768.21455602
1_21_2013-07-12,7768.21317676
1_21_2013-07-19,7768.2616924
1_21_2013-07-26,7768.24001399
1_22_2012-11-02,7991.2087138
1_22_2012-11-09,8072.24310754
1_22_2012-11-16,7895.78359798
1_22_2012-11-23,7954.49158213
1_22_2012-11-30,8033.93307845
1_22_2012-12-07,7940.13638394
1_22_2012-12-14,7942.3807643
